"证券代码
Securities Code","证券名称
Securities Name","证券英文名称
Securities Name(Eng.)","交易所
Exchange","中证一级代码
CICS 1st Level Code","中证一级名称
CICS 1st Level Name","中证一级英文名称
CICS 1st Level Name(Eng.)","中证二级代码
CICS 2nd Level Code","中证二级名称
CICS 2nd Level Name","中证二级英文名称
CICS 2nd Level Name(Eng.)","中证三级代码
CICS 3rd Level Code","中证三级名称
CICS 3rd Level Name","中证三级英文名称
CICS 3rd Level Name(Eng.)","中证四级代码
CICS 4th Level Code","中证四级名称
CICS 4th Level Name","中证四级英文名称
CICS 4th Level Name(Eng.)","沪深300行业指数
CSI300 Sector Index","沪深300行业指数英文名称
CSI300 Sector Index Name (Eng.)"
000060,中金岭南,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010505,其它有色金属及合金,Other Non-ferrous Metal ,,
000061,农 产 品,Shenzhen Agricultural Products Co Ltd,Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020102,市场服务,Market Services,,
000062,深圳华强,Shenzhen Huaqiang Industry Co Ltd,Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020102,市场服务,Market Services,,
000063,中兴通讯,ZTE Corporation,Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,300电信,CSI 300 Telecom Svc
000065,北方国际,Norinco International Cooperation Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010301,土木工程,Civil Engineering,,
000066,中国长城,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070201,电脑与外围设备,Computers & Peripherals,07020101,电脑与外围设备,Computers & Peripherals,,
000068,华控赛格,"SHENZHEN HUAKONG SEG CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020107,环保设备、工程与服务,"Environmental Protection Equipment, Engineering and Service",02010703,环保服务,Environmental Protection Service,,
000069,华侨城Ａ,Shenzhen Overseas Chinese Town Co Ltd,Shenzhen,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,300金融,CSI 300 Financials
000070,特发信息,Shenzhen SDG Information Co Ltd,Shenzhen,08,电信业务,Telecommunication Services,0802,通信设备,Communications Equipment,080201,通信设备,Communications Equipment,08020102,通信传输设备,Communication Transmission Equipment,,
000078,海王生物,Shenzhen Neptunus Bioengineering Co Ltd,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020203,药品经销商,Drug Distributors,,
000088,盐田港,Shenzhen Yan Tian Port Holdings Co Ltd,Shenzhen,02,工业,Industrials,0203,交通运输,Transportation,020304,道路运输,Road Transport,02030402,公路运输,Highway Transport,,
000089,深圳机场,Shenzhen Airport Co Ltd,Shenzhen,02,工业,Industrials,0203,交通运输,Transportation,020305,交通基本设施,Transportation Infrastructure,02030501,机场,Airport ,,
000090,天健集团,"SHENZHEN TAGEN GROUP CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010301,土木工程,Civil Engineering,,
000096,广聚能源,Shenzhen Guangju Energy Co Ltd,Shenzhen,00,能源,Energy,0001,能源,Energy,000102,石油与天然气,Oil & Gas,00010203,石油与天然气的炼制和营销,Oil & Gas Refining & Marketing,,
000099,中信海直,Citic Offshore Helicopter Co Ltd,Shenzhen,02,工业,Industrials,0203,交通运输,Transportation,020301,航空货运与物流,Air Freight & Logistics,02030101,航空货运,Air Freight,,
000100,TCL科技,TCL Technology Group Corporation,Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030201,家庭耐用消费品,Household Durables,03020101,消费电子产品,Consumer Electronics,300可选,CSI 300 Cons Disc
000150,宜华健康,"YIHUA HEALTHCARE Co., Ltd.",Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050102,医疗用品与服务提供商,Health Care Supplies & Services Provider  ,05010202,医疗保健服务,Health Care  Services,,
000151,中成股份,China National Complete Plant Import&Export Co Ltd,Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020104,工业品贸易商,Industrial Products Traders,,
000153,丰原药业,Anhui Fengyuan Pharmaceutical Co Ltd,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
000155,川能动力,SICHUAN NEW ENERGY POWER COMPANY LIMITED,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
000156,华数传媒,"WASU MEDIA HOLDING CO., LTD",Shenzhen,03,可选消费,Consumer Discretionary,0304,传媒,Media,030401,传媒,Media,03040102,广播与有线电视,Broadcasting & Cable TV,,
000157,中联重科,Zoomlion Heavy Industry Science & Technology Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010602,工程机械,Construction Machinery,300工业,CSI 300 Industrials
000158,常山北明,"Shijiazhuang ChangShan BeiMing Technology Co., Ltd",Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030203,纺织服装,Textiles & Apparel,03020303,纺织品,Textiles,,
000159,国际实业,Xinjiang International Industry Co Ltd,Shenzhen,00,能源,Energy,0001,能源,Energy,000102,石油与天然气,Oil & Gas,00010203,石油与天然气的炼制和营销,Oil & Gas Refining & Marketing,,
000166,申万宏源,"Shenwan Hongyuan Group CO., LTD",Shenzhen,06,金融地产,Financials,0603,资本市场,Capital Markets,060301,资本市场,Capital Markets,06030102,投资银行业与经纪业,Investment Banking & Brokerage,300金融,CSI 300 Financials
000301,东方盛虹,"Jiangsu Eastern Shenghong Co.,Ltd.",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010205,纤维及树脂,Fiber and Resin,,
000333,美的集团,"Midea Group CO., LTD",Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030201,家庭耐用消费品,Household Durables,03020103,家用电器,Household Appliances,300可选,CSI 300 Cons Disc
000338,潍柴动力,Wei Chai Power Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,300工业,CSI 300 Industrials
000400,许继电气,XJ Electric Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020104,电气设备,Electrical Equipment,02010401,电气部件与设备,Electrical Components & Equipment,,
000401,冀东水泥,Tangshan Jidong Cement Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010103,建筑材料,Construction Materials,01010301,水泥,Cement,,
000402,金 融 街,Financial Street Holding Co Ltd,Shenzhen,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
000403,双林生物,"Southern Shuanglin Bio-pharmacy Co., LTD",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050201,生物科技,Biotechnology,05020101,生物科技,Biotechnology,,
000404,长虹华意,"CHANGHONG HUAYI COMPRESSOR CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
000407,胜利股份,Shandong Shengli Co Ltd,Shenzhen,09,公用事业,Utilities,0901,公用事业,Utilities,090102,燃气,Gas,09010201,燃气,Gas,,
000408,藏格控股,ZANGGE HOLDING COMPANY LIMITED,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
000409,ST地矿,"Shandong Geo-Mineral Co., Ltd",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010106,钢铁,Steel,01010601,钢铁,Steel,,
000410,*ST沈机,Shenyang Machine Tool Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010601,通用机械,General Machinery,,
000411,英特集团,Zhejiang Int'l Group Co Ltd,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020203,药品经销商,Drug Distributors,,
000413,东旭光电,"Dongxu Optoelectronic Technology Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0702,计算机及电子设备,Computer & Electronic Equipment,070202,电子设备,Electronic Equipment,07020202,光电子器件,Optoelectronic Devices,300信息,CSI 300 Info Technology
000415,渤海租赁,"Bohai Leasing Co.,Ltd.",Shenzhen,02,工业,Industrials,0202,商业服务与用品,Commercial Services & Supplies,020201,商业服务与用品,Commercial Services & Supplies,02020105,其他商业服务,Other Commercial Services,300工业,CSI 300 Industrials
000416,民生控股,"Minsheng Holdings Co.,Ltd",Shenzhen,06,金融地产,Financials,0602,其他金融,Other Financials,060202,消费信贷,Consumer Finance,06020201,消费信贷,Consumer Finance,,
000417,合肥百货,Hefei Department Store Group Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0305,零售业,Retailing,030503,多元化零售,Multiline Retail,03050301,百货商店,Department Stores,,
000419,通程控股,Changsha Tongcheng Holdings Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0305,零售业,Retailing,030503,多元化零售,Multiline Retail,03050302,综合货品商店,General Merchandise Stores,,
000420,吉林化纤,Jilin Chemical Fibre Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010205,纤维及树脂,Fiber and Resin,,
000421,南京公用,"NanJing Public Utilities Development Co., Ltd.",Shenzhen,09,公用事业,Utilities,0901,公用事业,Utilities,090102,燃气,Gas,09010201,燃气,Gas,,
000422,ST宜化,Hubei Yihua Chemical Industry Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
000423,东阿阿胶,Shandong Dong-Ee Jiao Co Ltd,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020202,中药,Traditional Chinese Medicine,300医药,CSI 300 Health Care
000425,徐工机械,XCMG Construction Machinery Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010602,工程机械,Construction Machinery,300工业,CSI 300 Industrials
000426,兴业矿业,"INNER MONGOLIA XINGYE MINING CO.,LTD",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010505,其它有色金属及合金,Other Non-ferrous Metal ,,
000428,华天酒店,Huatian Hotel Group Co Ltd,Shenzhen,03,可选消费,Consumer Discretionary,0303,消费者服务,Consumer Services,030301,酒店、餐馆与休闲,"Hotels, Restaurants & Leisure",03030102,酒店,Hotels,,
000429,粤高速Ａ,Guangdong Provincial Expressway Development Co Ltd,Shenzhen,02,工业,Industrials,0203,交通运输,Transportation,020305,交通基本设施,Transportation Infrastructure,02030502,高速公路,Highways,,
000430,张家界,"Zhang Jia Jie Tourism Group Co.,Ltd.",Shenzhen,03,可选消费,Consumer Discretionary,0303,消费者服务,Consumer Services,030301,酒店、餐馆与休闲,"Hotels, Restaurants & Leisure",03030101,景点,Scenic Spot,,
000488,晨鸣纸业,Shandong Chenming Paper Holdings Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010108,纸类与林业产品,Paper & Forest Products,01010802,纸制品,Paper Products,,
000498,山东路桥,"SHANDONG HI-SPEED ROAD&BRIDGE CO., LTD.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020103,建筑与工程,Construction & Engineering,02010301,土木工程,Civil Engineering,,
000501,鄂武商Ａ,Wuhan Department Store Stock Co Ltd (Group),Shenzhen,03,可选消费,Consumer Discretionary,0305,零售业,Retailing,030503,多元化零售,Multiline Retail,03050301,百货商店,Department Stores,,
000502,绿景控股,Lvjing Holding Co Ltd,Shenzhen,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
000503,国新健康,"China Reform Health Management and Services Group Co., Ltd.",Shenzhen,07,信息技术,Information Technology,0701,计算机运用,Computer Application,070101,互联网服务,Internet Services,07010101,互联网信息服务,Internet Information Services,,
000504,*ST生物,"NanHua Bio-medicineCO., Ltd.",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020107,环保设备、工程与服务,"Environmental Protection Equipment, Engineering and Service",02010703,环保服务,Environmental Protection Service,,
000505,京粮控股,"Hainan Jingliang Holdings Co., Ltd.",Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040204,农牧渔产品,"Agriculture,Animal Husbandry and Fishery Products",04020403,其他农产品,Other Agriculture Products,,
000506,中润资源,Zhongrun Resources Investment Corporation,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010105,有色金属,Non-ferrous Metal,01010503,黄金及其它贵金属,Gold & Other Precious Metal,,
000507,珠海港,Zhuhai Port Co Ltd,Shenzhen,02,工业,Industrials,0203,交通运输,Transportation,020305,交通基本设施,Transportation Infrastructure,02030504,港口,Marine Ports ,,
000509,华塑控股,"Huasu Holdings Co.,Ltd",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020102,建筑产品,Building Products,02010201,建筑产品,Building Products,,
000510,新金路,"SICHUAN XINJINLU GROUP CO.,LTD",Shenzhen,01,原材料,Materials,0101,原材料,Materials,010101,化学原料,Chemical Materials,01010101,化学原料,Chemical Materials,,
000513,丽珠集团,Livzon Pharmaceutical Group Inc,Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050202,制药,Pharmaceuticals,05020201,化学药,Chemical Medicine,,
000514,渝开发,Chongqing Yukaifa Co Ltd,Shenzhen,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
000516,国际医学,XI' AN INTERNATIONAL MEDICAL INVESTMENT COMPANY LIMITED,Shenzhen,05,医药卫生,Health Care,0501,医疗器械与服务,Health Care Devices and Services,050102,医疗用品与服务提供商,Health Care Supplies & Services Provider  ,05010203,医疗保健机构,Health Care Facilities,,
000517,荣安地产,"Rongan Property Co., Ltd.",Shenzhen,06,金融地产,Financials,0605,房地产,Real Estate,060501,房地产开发与园区,Real Estate  Development and Zone,06050101,房地产开发,Real Estate  Development,,
000518,四环生物,"Jiangsu Sihuan Bioengineering Co.,Ltd",Shenzhen,05,医药卫生,Health Care,0502,医药生物,Medical Biology,050201,生物科技,Biotechnology,05020101,生物科技,Biotechnology,,
000519,中兵红箭,"NORTH INDUSTRIES GROUP RED ARROW CO.,LTD",Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020101,航空航天与国防,Aerospace & Defense,02010101,航空航天与国防,Aerospace & Defense,,
000520,长航凤凰,Chang Jiang Shipping Group Phoenix Co Ltd,Shenzhen,02,工业,Industrials,0203,交通运输,Transportation,020303,航运,Marine,02030301,航运,Marine,,
000521,长虹美菱,"CHANGHONG MEILING CO.,LTD.",Shenzhen,03,可选消费,Consumer Discretionary,0302,耐用消费品与服装,Consumer Durables & Apparel,030201,家庭耐用消费品,Household Durables,03020103,家用电器,Household Appliances,,
000523,广州浪奇,Lonkey Industrial Co Ltd (Guangzhou),Shenzhen,04,主要消费,Consumer Staples,0403,家庭与个人用品,Household & Personal Products,040301,家常用品,Household Products,04030101,家常用品,Household Products,,
000524,岭南控股,Guangzhou Lingnan Group Holdings Company Limited,Shenzhen,03,可选消费,Consumer Discretionary,0303,消费者服务,Consumer Services,030301,酒店、餐馆与休闲,"Hotels, Restaurants & Leisure",03030102,酒店,Hotels,,
000525,红 太 阳,Nanjing Redsun Co Ltd,Shenzhen,01,原材料,Materials,0101,原材料,Materials,010102,化学制品,Chemicals,01010206,化肥与农药,Fertilizers & Agricultural Chemicals,,
000526,紫光学大,"XIAMEN UNIGROUP XUE CO.,LTD.",Shenzhen,03,可选消费,Consumer Discretionary,0303,消费者服务,Consumer Services,030302, 综合消费者服务,Diversified Consumer Services,03030201,教育服务,Education Services,,
000528,柳工,Guangxi Liugong Machinery Co Ltd,Shenzhen,02,工业,Industrials,0201,资本品,Capital Goods,020106,机械制造,Machinery,02010602,工程机械,Construction Machinery,,
000529,广弘控股,"Guangdong Guanghong Holdings Co.,Ltd.",Shenzhen,04,主要消费,Consumer Staples,0402,食品、饮料与烟草,"Food, Beverage & Tobacco",040202,包装食品与肉类,Packaged Foods & Meats,04020201,包装食品与肉类,Packaged Foods & Meats,,
